area,bedrooms,bathrooms,stories,parking,location,age,price
2623,5,3,1,3,Suburban,11,359562
1499,1,4,1,3,Urban,48,185436
2121,3,2,3,0,Rural,48,235646
668,1,3,2,0,Urban,24,113081
2614,3,1,1,1,Urban,4,329582
2328,4,3,1,1,Urban,48,284953
3655,3,4,3,0,Rural,21,432120
720,3,4,3,0,Urban,6,164745
2424,4,4,1,1,Suburban,50,285171
3320,2,1,3,0,Urban,42,357785
1397,3,1,2,2,Suburban,0,213379
2696,3,3,2,2,Rural,31,313859
3396,4,2,2,0,Urban,36,394298
2296,4,2,2,1,Rural,31,269775
3482,3,3,3,0,Suburban,4,431385
2360,5,1,1,1,Urban,5,325962
3716,3,1,1,2,Rural,3,422625
1924,2,3,1,2,Rural,18,234287
2444,5,4,3,0,Urban,20,349439
3686,4,4,2,3,Urban,28,465794
2207,5,2,2,1,Suburban,30,281729
2658,4,3,2,0,Rural,9,338657
631,5,3,2,0,Urban,15,151776
1408,3,1,2,1,Rural,5,195545
786,3,4,2,0,Suburban,34,129007
1248,4,2,1,1,Suburban,6,192575
785,2,3,1,0,Urban,36,110316
3498,3,1,1,1,Rural,0,402056
1439,5,2,3,3,Suburban,1,256649
3559,1,1,3,3,Urban,38,390836
2601,4,4,2,3,Rural,45,318458
1988,2,1,3,0,Urban,17,252444
2502,1,3,3,2,Suburban,23,306229
1676,2,3,1,0,Rural,24,196150
2319,3,4,3,1,Urban,43,301463
1109,1,3,2,1,Suburban,29,148060
2908,2,4,1,1,Suburban,44,321533
1215,3,3,1,2,Rural,17,173488
3924,5,2,3,2,Urban,46,463355
1400,1,3,2,3,Rural,11,196801
2024,4,4,1,0,Rural,23,259623
2412,3,1,2,0,Suburban,10,295385
2527,5,4,1,0,Rural,32,306579
1544,2,2,3,3,Rural,1,228295
1101,1,1,1,0,Suburban,39,101767
2047,3,4,2,2,Suburban,5,291265
1960,1,3,3,3,Rural,39,228416
2437,3,3,2,2,Suburban,35,293022
1242,1,3,2,3,Suburban,3,192294
2747,4,4,2,3,Urban,18,376781
1333,4,1,3,1,Suburban,10,210649
3671,1,3,2,3,Rural,36,391475
953,5,2,3,1,Suburban,47,149128
2474,5,2,1,3,Suburban,13,336065
3247,5,2,1,0,Rural,12,389473
2101,4,4,3,2,Suburban,34,284641
2392,3,4,2,2,Suburban,17,322412
1572,5,4,1,0,Rural,48,197615
2728,2,2,2,3,Suburban,22,323865
3261,2,2,3,1,Suburban,17,384330
2321,3,4,1,3,Rural,10,305189
3815,3,2,1,2,Urban,20,448464
3028,5,4,2,3,Urban,29,407352
2824,4,3,1,0,Urban,25,352433
2428,1,1,2,1,Rural,31,248703
1931,3,4,3,1,Suburban,13,280674
633,3,2,3,2,Urban,39,118517
3178,2,3,3,0,Urban,48,353331
1717,1,4,1,0,Rural,6,214117
2851,5,1,3,1,Suburban,45,339057
2829,1,2,1,3,Rural,2,327901
3461,3,3,2,1,Suburban,0,427304
2445,1,2,2,1,Suburban,3,299864
1984,1,4,3,0,Urban,40,244969
3706,4,2,2,0,Urban,4,453325
2683,3,4,3,3,Urban,20,363287
2613,4,4,3,3,Suburban,9,372531
2985,2,2,2,0,Rural,2,349270
1289,5,3,1,1,Suburban,48,172205
675,5,4,1,3,Suburban,3,180286
2804,2,4,3,1,Rural,10,348043
789,4,2,2,3,Rural,23,143561
2766,1,1,3,2,Urban,3,344808
2669,5,1,3,1,Suburban,43,318341
1412,4,3,2,2,Rural,11,221780
1051,5,2,3,0,Rural,25,162885
3361,4,3,2,0,Urban,47,390088
3314,1,4,1,1,Suburban,9,389264
2105,3,1,3,0,Urban,2,287962
2207,3,2,2,1,Rural,9,277436
2381,5,1,2,0,Urban,4,324067
678,4,2,2,3,Urban,3,165157
1300,3,3,3,3,Urban,30,213540
3678,5,3,1,2,Suburban,11,459568
1660,2,3,3,2,Rural,26,210641
3845,1,3,3,0,Rural,29,412277
3179,1,4,1,1,Urban,34,357967
3808,4,3,2,0,Rural,16,443795
2519,1,3,1,1,Suburban,8,295760
3068,3,4,3,1,Urban,36,373915
2784,2,4,1,2,Rural,27,324743
3112,5,3,3,0,Rural,28,381501
1188,2,3,3,3,Urban,50,168250
1696,3,2,2,3,Suburban,41,218553
3750,1,3,1,3,Urban,18,429052
3311,4,4,1,3,Rural,5,418862
708,5,4,2,0,Suburban,32,144971
3730,3,1,3,0,Urban,34,422549
2338,4,2,1,0,Suburban,50,254366
3646,4,1,2,3,Rural,7,430738
1197,1,1,1,2,Urban,2,168199
3860,2,2,1,1,Rural,33,400218
1557,3,4,3,0,Rural,45,197329
3044,2,3,1,2,Suburban,4,368225
2839,2,3,1,3,Urban,11,357061
2491,5,4,1,1,Urban,40,318253
816,5,3,1,3,Suburban,37,155382
2109,4,1,2,2,Rural,43,241605
3299,1,3,1,1,Suburban,32,351875
2108,1,2,1,2,Urban,28,249515
1372,2,1,1,0,Urban,15,178526
3114,5,2,2,2,Suburban,21,386930
1346,1,2,3,3,Urban,9,206046
3639,5,4,2,0,Rural,3,457872
1564,3,3,1,0,Urban,12,222123
3320,1,2,2,3,Rural,1,383494
2954,2,3,1,3,Suburban,6,362130
2818,1,3,3,1,Suburban,10,342937
3641,5,2,3,1,Urban,29,450788
1242,1,2,1,2,Rural,0,162414
1162,2,4,1,0,Rural,21,155943
872,4,4,3,0,Rural,23,156960
1644,4,3,2,1,Rural,16,229855
3360,5,4,2,2,Urban,5,454571
1495,3,3,2,1,Rural,29,192360
2283,2,3,1,3,Suburban,31,276600
1347,3,4,1,1,Urban,18,211205
2867,4,1,2,1,Rural,12,341819
1879,2,1,2,2,Rural,34,201919
2281,1,3,1,3,Rural,9,278130
3819,4,2,2,3,Urban,48,436415
1853,3,2,3,3,Suburban,31,244773
816,3,2,3,2,Urban,11,165554
786,1,4,1,3,Rural,28,115415
1918,2,2,3,0,Urban,37,233627
2947,4,4,3,3,Urban,17,403445
1830,2,2,2,1,Urban,15,244246
1424,3,2,2,0,Urban,11,209216
3704,4,2,3,0,Urban,28,443002
949,5,2,2,1,Urban,14,184343
2255,4,4,1,0,Rural,19,281570
2333,5,1,1,3,Urban,4,329087
1528,5,1,2,3,Urban,14,246855
876,1,1,1,0,Suburban,42,75959
1745,5,1,2,0,Urban,27,238053
2426,2,2,1,0,Suburban,37,261515
1285,2,4,2,2,Urban,8,213919
905,2,3,1,3,Urban,15,158520
3260,5,2,3,3,Suburban,37,398269
822,5,1,1,1,Rural,18,133705
965,3,3,3,1,Rural,45,131065
3096,5,1,3,1,Rural,26,372095
3988,2,3,2,3,Urban,39,448065
1616,3,3,3,3,Urban,16,254647
2205,4,4,2,3,Rural,8,311966
2608,5,2,1,1,Urban,27,329054
2639,2,2,1,2,Suburban,1,328849
893,4,4,2,2,Urban,48,156882
1991,5,3,2,0,Urban,14,294592
3775,1,2,1,2,Rural,48,372391
3534,2,3,3,2,Urban,23,424471
968,1,3,1,3,Rural,16,136793
2913,1,3,2,1,Urban,37,331232
696,3,2,2,1,Suburban,32,110713
1885,4,3,2,1,Urban,1,288531
2391,3,4,3,1,Suburban,37,302395
1083,5,1,2,0,Rural,37,145357
2066,4,2,1,0,Rural,50,220705
1675,5,3,1,3,Suburban,7,268639
3486,5,2,1,3,Urban,37,423861
3506,5,4,1,3,Urban,6,472163
2636,3,4,1,0,Urban,18,331563
663,5,2,2,2,Rural,21,132651
885,1,1,3,3,Suburban,4,153004
623,1,4,3,0,Suburban,20,113835
2464,4,4,3,0,Urban,12,350741
1664,4,1,2,3,Rural,11,235372
1850,4,4,2,1,Rural,29,246078
3922,5,1,1,0,Rural,31,428065
1266,1,3,3,0,Urban,29,170096
1167,5,4,2,0,Urban,0,237023
3334,4,4,1,3,Urban,7,435706
1691,5,3,1,3,Suburban,48,231915
1636,3,3,3,3,Urban,40,234817
914,4,4,3,2,Urban,5,212304
1648,4,1,1,1,Suburban,33,206413
905,4,1,3,3,Suburban,40,143568
1750,3,3,3,0,Suburban,28,231091
2035,4,3,1,0,Rural,15,258002
2899,3,3,2,3,Urban,50,344680
2242,2,3,3,3,Urban,3,325249
1697,1,3,1,2,Urban,13,225970
1925,4,3,1,2,Urban,1,295888
2270,2,4,1,1,Rural,37,256293
3044,2,4,1,3,Urban,42,352871
792,3,2,2,0,Rural,38,102558
3284,1,2,2,2,Urban,1,395513
3134,1,3,1,2,Rural,14,349877
2340,2,4,2,3,Urban,22,317561
2274,3,2,1,3,Rural,31,262627
3230,4,1,3,2,Rural,6,399477
2244,3,4,3,1,Suburban,43,274545
2825,3,1,1,3,Rural,18,319863
2823,1,1,2,2,Rural,7,312847
2000,2,3,3,1,Urban,41,245429
841,4,3,1,1,Suburban,9,164193
1895,4,2,3,1,Urban,23,263587
2174,1,2,2,0,Suburban,47,222734
2303,2,2,2,1,Rural,0,281712
1085,5,2,3,0,Suburban,10,200390
1527,4,3,3,1,Urban,23,242547
1413,4,4,2,2,Rural,7,230493
3256,4,3,3,0,Rural,47,366436
1590,3,2,3,3,Suburban,25,228081
791,2,1,1,0,Urban,12,126597
1528,5,2,1,2,Suburban,1,241084
935,3,4,1,3,Urban,47,149043
3505,3,1,2,2,Rural,50,361236
3316,1,3,3,0,Rural,43,346745
1690,2,1,3,1,Rural,42,184119
2515,3,4,3,1,Suburban,8,341720
3453,5,2,1,0,Suburban,4,428409
1918,1,2,1,2,Rural,12,223750
1735,5,2,3,2,Suburban,47,230460
3208,2,1,2,0,Urban,49,329139
2714,5,1,3,1,Urban,6,366825
1236,1,4,2,3,Rural,41,151664
1960,1,4,1,1,Urban,28,241678
886,5,3,3,1,Suburban,9,192450
3945,1,3,1,1,Suburban,20,433552
1487,4,3,1,2,Rural,45,182011
1046,5,1,3,0,Rural,4,183347
2162,1,4,1,0,Rural,41,227446
940,2,2,3,3,Rural,26,137721
3992,2,3,3,2,Suburban,14,469617
1275,5,3,1,2,Rural,19,202001
3876,1,1,3,1,Rural,35,395727
1004,2,2,1,3,Urban,39,139454
649,1,2,3,3,Urban,0,146212
2631,5,1,3,2,Rural,5,347429
1799,3,2,2,2,Urban,29,242000
1623,1,1,1,3,Urban,49,170639
3597,1,1,3,3,Suburban,38,384907
1581,4,4,2,3,Suburban,43,225426
3148,3,4,1,0,Suburban,1,389001
3357,5,1,2,3,Suburban,18,415135
3767,3,3,2,1,Suburban,20,439693
3912,2,1,3,1,Rural,39,410744
2050,2,3,3,0,Suburban,28,251905
1793,3,2,3,0,Urban,50,221264
910,2,3,3,1,Urban,36,141370
2161,2,2,3,2,Urban,2,301492
3626,5,3,3,2,Rural,22,447528
1673,3,3,3,0,Urban,38,219497
3646,4,1,2,3,Suburban,2,447193
2537,5,3,1,0,Suburban,32,314048
3864,1,2,2,0,Urban,49,400877
1901,1,2,2,1,Rural,40,190771
2735,4,3,1,2,Rural,35,319131
3932,2,3,2,2,Rural,22,441915
2085,2,4,3,2,Rural,37,255065
3992,4,4,2,3,Urban,22,496984
877,2,3,1,0,Rural,2,134127
1762,1,4,1,1,Urban,14,240933
930,4,4,2,2,Urban,25,179705
1344,5,2,1,1,Suburban,21,200205
3897,3,3,2,3,Rural,43,434141
1346,3,3,3,0,Suburban,44,176900
3372,3,1,1,2,Rural,23,367500
3461,4,3,2,3,Urban,9,448741
1458,1,1,1,0,Rural,36,131571
2751,2,2,1,3,Urban,19,336853
3079,4,3,2,0,Rural,30,357542
1671,2,3,2,0,Suburban,48,189865
3377,5,1,2,2,Urban,10,427069
2776,2,3,1,0,Suburban,12,325087
2599,4,4,1,3,Urban,28,342455
2292,4,3,1,3,Rural,44,269910
1709,2,1,3,1,Urban,11,230751
1067,3,2,1,2,Suburban,14,169766
3272,3,4,1,1,Rural,10,388711
1845,5,2,2,3,Rural,40,242207
2167,3,4,3,0,Rural,23,277644
3739,5,3,1,0,Urban,48,426731
3485,1,1,2,3,Urban,8,407351
1702,1,1,1,1,Urban,4,214889
3711,3,3,2,1,Rural,50,394925
974,4,1,1,3,Urban,37,152737
2701,3,3,1,2,Urban,38,319637
899,5,1,3,3,Rural,4,180911
867,3,2,2,0,Rural,40,105988
1050,5,2,2,1,Suburban,42,162855
2150,5,3,1,2,Rural,24,281077
3339,2,1,2,0,Suburban,46,336656
1096,5,4,2,0,Rural,36,169510
3505,1,2,1,2,Urban,34,379722
1463,3,2,2,3,Rural,10,207165
1259,1,1,3,3,Rural,22,159322
2252,2,4,2,3,Suburban,18,294249
2772,4,2,3,2,Urban,42,339863
3680,3,4,2,1,Urban,28,439324
3364,4,3,2,1,Rural,32,382593
2773,5,1,3,2,Urban,43,346976
2435,3,1,3,2,Urban,18,316124
1515,3,1,3,0,Rural,20,194669
1509,3,3,3,0,Suburban,22,218389
1404,3,4,3,0,Rural,17,202912
3789,1,1,3,2,Suburban,36,403513
3130,1,1,1,2,Urban,10,357947
2030,4,4,2,2,Urban,18,305227
2355,3,3,1,1,Rural,3,298565
3689,2,4,2,0,Rural,50,383071
3588,4,3,2,1,Suburban,7,446443
2145,3,4,2,3,Rural,26,275170
3682,5,3,1,2,Urban,48,433951
2571,2,4,3,3,Urban,6,358243
2817,5,2,2,0,Rural,17,345292
1659,2,1,1,2,Urban,16,215516
1027,3,2,1,1,Suburban,45,129497
3114,2,1,3,2,Urban,0,386665
1136,3,2,1,0,Urban,26,157979
2264,3,4,1,1,Suburban,23,291514
2432,2,4,3,1,Rural,29,293866
3870,2,3,1,3,Suburban,19,441739
1158,5,3,3,3,Urban,0,248618
936,1,4,1,3,Urban,21,154274
1057,1,1,3,3,Suburban,14,159842
1841,5,4,1,3,Urban,46,261437
628,2,2,2,1,Urban,46,91440
3308,3,4,3,3,Rural,38,393905
3113,1,2,2,0,Suburban,24,339785
2268,3,3,3,2,Suburban,40,277782
2605,2,4,2,1,Rural,25,305409
1958,5,2,2,3,Urban,9,303523
2967,2,1,2,3,Suburban,3,361951
2429,5,2,3,0,Urban,38,315751
2303,3,4,3,1,Rural,20,296561
2646,4,2,2,3,Rural,6,339356
3122,2,3,2,3,Urban,31,372075
2594,4,2,1,3,Urban,4,354511
1797,3,2,1,2,Suburban,4,249337
3590,5,2,2,0,Suburban,26,423367
3869,5,4,2,2,Urban,46,463827
1718,2,3,2,1,Urban,25,232814
3166,1,3,1,3,Rural,9,361514
1512,4,4,3,0,Suburban,40,216684
2718,5,1,1,2,Rural,44,307251
3681,2,3,3,0,Urban,15,434482
2368,1,3,1,2,Rural,17,273722
1448,4,4,2,2,Suburban,4,248668
2992,2,3,1,1,Rural,16,335174
1184,2,4,1,3,Urban,33,182581
3494,2,4,2,0,Urban,47,384267
3298,5,2,1,2,Rural,41,372831
3566,4,2,2,1,Suburban,1,438427
2509,3,1,1,2,Rural,18,283210
3036,3,2,2,0,Rural,20,344698
1230,3,2,1,0,Urban,11,183391
2230,4,2,1,3,Suburban,33,274245
3044,1,2,1,1,Suburban,49,306183
2029,1,4,3,3,Rural,3,280449
2177,2,2,1,1,Urban,40,248832
3199,4,4,1,1,Suburban,29,388973
3080,2,3,1,1,Suburban,50,321499
2205,2,1,2,0,Rural,50,214683
2794,4,2,2,1,Rural,17,342065
2638,4,1,2,3,Rural,32,309896
3329,4,1,1,1,Rural,39,349128
2888,1,4,2,1,Suburban,44,311609
951,1,3,1,0,Urban,40,115094
2955,3,4,3,3,Urban,11,405158
2518,2,4,2,1,Rural,50,273482
1380,5,2,2,3,Suburban,12,226057
3203,5,4,2,0,Urban,0,438882
3659,4,4,3,0,Rural,9,451828
827,1,2,2,1,Rural,31,94493
2908,4,4,3,0,Suburban,24,368941
1964,1,3,2,0,Urban,3,258153
1391,4,4,1,1,Suburban,48,185860
1813,4,4,1,0,Rural,33,224480
2511,1,3,3,0,Rural,31,270786
1893,5,4,3,3,Urban,27,305198
2221,2,2,1,0,Suburban,49,226160
2732,5,4,2,0,Suburban,28,353489
1894,5,2,1,2,Rural,26,251249
1175,5,2,1,0,Urban,42,172234
3506,1,4,1,2,Urban,28,401741
1569,3,4,2,2,Suburban,12,243766
3262,4,3,2,2,Suburban,8,420066
1798,5,3,1,3,Suburban,42,245995
2520,1,2,3,3,Suburban,29,291342
1384,3,4,2,3,Rural,23,202704
3359,1,4,3,1,Urban,28,400704
2278,3,1,1,0,Suburban,31,254442
3695,2,2,3,1,Urban,6,448114
1337,2,2,2,0,Suburban,39,153786
2123,3,4,3,2,Rural,49,259067
2188,2,2,1,3,Rural,32,243598
1201,1,3,1,2,Suburban,36,144746
1777,4,2,2,0,Rural,39,211718
3646,4,4,1,3,Urban,29,447074
972,3,2,1,3,Urban,50,131339
1474,1,1,3,3,Suburban,15,194797
3224,3,2,3,1,Suburban,10,397756
2200,1,2,1,0,Urban,47,223993
2209,5,1,2,0,Suburban,11,288212
2621,5,4,3,0,Urban,17,372752
2777,4,1,2,2,Suburban,3,361618
614,2,1,1,1,Urban,7,118474
1719,4,2,3,3,Rural,45,220710
3526,4,3,2,2,Urban,22,441855
2734,1,3,1,0,Urban,33,299002
1633,4,1,2,0,Rural,46,182992
2131,4,1,1,3,Rural,42,245356
1356,3,3,3,0,Suburban,17,204803
3956,1,2,1,2,Rural,17,421969
2511,2,4,3,1,Urban,6,342537
2015,2,1,2,0,Rural,24,215115
713,3,3,3,1,Suburban,0,166052
652,5,3,3,2,Rural,49,117909
2750,1,4,1,3,Suburban,12,336527
750,1,2,1,3,Suburban,11,117441
2967,4,2,3,0,Suburban,3,378327
1554,2,3,1,3,Suburban,34,193605
3777,3,1,3,2,Rural,50,393486
1772,3,2,3,0,Rural,7,238509
1023,1,1,1,2,Urban,8,146970
2522,2,3,2,3,Suburban,38,296949
3447,5,1,3,2,Urban,34,421751
1643,1,2,2,1,Suburban,7,214631
1724,2,4,1,2,Rural,13,227837
892,1,3,2,1,Suburban,33,117389
1204,3,3,2,3,Rural,5,199874
1802,5,4,2,1,Urban,44,258614
1198,2,3,1,3,Urban,17,187791
2699,4,4,3,3,Urban,15,386860
2790,2,1,2,1,Rural,10,320434
746,4,3,1,3,Suburban,14,158160
1873,1,2,2,1,Rural,24,204767
2680,3,2,3,2,Suburban,35,317471
3213,2,2,1,2,Suburban,0,381679
1007,5,4,2,2,Urban,2,225988
3235,3,4,1,1,Urban,29,387690
1486,3,1,2,3,Urban,34,200132
3416,1,4,3,3,Suburban,30,396465
2804,2,2,2,1,Rural,31,301396
1167,5,3,2,2,Urban,21,209361
1262,1,1,3,0,Rural,32,129195
2039,1,1,2,1,Urban,25,236982
1972,5,2,1,0,Rural,17,255782
3717,4,2,1,1,Suburban,36,417218
704,2,3,1,3,Urban,16,136067
2421,2,4,1,3,Rural,47,271795
1129,1,4,2,3,Urban,20,187834
1869,4,4,1,2,Suburban,6,275203
3666,1,2,2,0,Rural,27,383693
856,3,1,1,1,Suburban,1,146866
2133,1,4,3,1,Rural,26,252285
3502,2,1,2,0,Suburban,23,380805
730,5,1,3,2,Suburban,13,159647
3895,1,1,3,3,Rural,12,434976
3819,4,4,1,1,Suburban,41,430996
1362,3,3,2,3,Rural,12,206068
2816,5,2,1,3,Urban,35,353951
3348,1,3,1,2,Urban,45,359515
2959,1,3,2,1,Suburban,9,354697
1919,3,3,1,2,Rural,5,260578
3719,4,3,1,0,Urban,25,433751
986,1,3,1,3,Suburban,34,126098
1112,3,4,3,3,Suburban,34,186343
1317,5,3,1,3,Rural,7,223415
1729,3,1,2,1,Rural,47,181516
3524,1,3,2,1,Suburban,6,406527
2385,3,2,1,1,Rural,45,251093
2269,1,1,1,1,Rural,28,225531
612,1,3,2,1,Rural,14,96105
1125,4,1,2,0,Urban,20,176574
2164,3,4,1,2,Urban,26,291086
1538,3,1,3,2,Rural,6,218265
2470,2,2,1,2,Rural,30,272878
3855,2,3,3,0,Urban,18,450901
2874,3,3,1,3,Rural,13,346420
1956,4,1,3,0,Suburban,31,240551
3593,3,1,2,0,Urban,8,418761
1312,3,1,3,0,Urban,49,157585
3013,5,1,2,2,Suburban,34,356450
3389,4,2,1,2,Rural,31,378631
1005,2,2,3,2,Urban,21,168001
1144,5,2,3,3,Suburban,11,214816
627,3,1,3,0,Urban,29,114583
1234,1,3,2,0,Urban,36,157250
2233,4,4,2,0,Rural,16,290979
1377,4,4,1,3,Suburban,13,232338
2081,4,2,1,0,Suburban,40,239420
1286,5,3,1,3,Suburban,15,218952
3608,4,2,3,0,Urban,25,433844
1365,5,4,2,1,Suburban,8,239179
1202,2,1,1,3,Urban,17,168618
640,1,2,1,3,Rural,11,101063
1132,5,3,3,2,Urban,46,191197
3432,5,3,2,0,Rural,36,393603
1388,4,2,1,2,Suburban,23,194320
3072,2,3,1,1,Rural,28,338445
2401,2,4,3,3,Urban,39,308646
3489,1,2,2,0,Suburban,25,371709
3381,3,4,2,2,Rural,34,385879
3064,3,2,1,0,Urban,3,379029
2790,3,4,3,1,Suburban,30,349644
3922,2,1,2,2,Urban,7,460845
2854,1,1,1,3,Suburban,11,326004
3403,1,4,1,3,Urban,10,417169
1324,5,4,2,0,Urban,50,199612
3439,2,3,2,1,Urban,18,413885
1598,4,2,2,1,Urban,37,220960
2402,2,3,3,3,Suburban,17,315020
3716,1,3,1,0,Rural,23,388066
3168,3,2,2,2,Urban,15,387275
974,5,1,2,3,Rural,36,146315
1396,2,3,2,1,Suburban,31,182952
1074,5,4,3,0,Suburban,41,176840
3683,4,3,1,1,Suburban,9,440557
708,1,1,2,2,Rural,2,106993
3294,2,2,1,0,Suburban,18,363641
2507,1,1,2,2,Rural,40,251788
2180,2,3,2,1,Rural,13,267726
2673,1,4,2,1,Suburban,16,321409
3400,4,1,3,3,Suburban,38,391002
2579,4,2,1,3,Suburban,24,319170
3276,5,3,1,1,Suburban,15,411191
2181,2,3,3,0,Urban,44,259560
723,4,3,3,0,Urban,48,132793
3878,1,4,1,2,Rural,15,432218
730,5,3,2,0,Rural,30,132191
3773,4,4,1,2,Urban,0,490856
2635,2,3,1,2,Urban,35,308633
1076,4,1,1,0,Rural,30,131935
2885,4,1,3,0,Rural,50,311356
2608,1,4,1,2,Suburban,8,322661
3832,1,4,1,1,Urban,15,441875
2636,4,3,1,0,Suburban,35,311126
2669,3,2,1,1,Suburban,43,292568
1273,1,3,3,1,Rural,31,158589
2534,1,1,2,1,Urban,15,292429
2774,1,1,1,1,Urban,9,318222
1354,4,1,3,1,Urban,35,195082
3809,1,2,3,0,Suburban,10,423047
1319,2,2,2,1,Rural,39,151844
1611,5,4,3,0,Urban,38,249438
618,5,4,2,1,Urban,29,152660
1470,2,1,3,3,Urban,11,223164
1803,1,2,1,1,Urban,15,221031
857,1,4,2,1,Urban,42,122613
1599,5,4,2,3,Rural,15,251734
3336,2,4,1,0,Suburban,40,364506
2079,2,1,3,1,Suburban,35,241349
3434,5,3,2,1,Urban,1,452856
3070,3,1,3,2,Suburban,46,342370
3926,3,2,2,2,Suburban,37,438902
3405,4,2,3,0,Suburban,6,419731
2963,5,3,1,0,Rural,5,369752
2057,5,2,1,3,Rural,30,262229
2923,1,4,2,1,Urban,44,324426
2116,5,4,1,1,Rural,25,285254
2784,5,1,2,1,Rural,25,330696
2241,2,3,3,2,Suburban,0,306136
1371,4,2,2,1,Urban,25,211599
3551,3,2,3,3,Urban,12,443137
2972,2,2,2,1,Urban,18,351836
3317,4,1,2,3,Suburban,11,410077
1257,4,4,3,2,Suburban,3,240013
3768,1,4,2,2,Suburban,11,441999
2978,3,2,3,1,Suburban,27,355339
1077,4,1,1,0,Urban,46,136323
2757,5,4,1,0,Suburban,13,363900
1022,4,3,1,2,Urban,48,156842
3584,5,1,1,3,Urban,27,432827
2232,2,3,1,2,Suburban,5,289662
2709,2,1,2,3,Suburban,2,331531
2405,3,3,1,0,Suburban,49,261583
3079,1,3,1,2,Suburban,30,339215
3260,4,4,1,2,Urban,29,403464
3524,1,1,2,3,Suburban,13,398179
2496,3,4,3,2,Suburban,4,348408
3220,5,4,1,0,Suburban,34,384988
608,1,3,3,1,Urban,49,88655
3498,3,2,2,2,Urban,9,435657
3942,3,3,3,0,Rural,14,455077
1791,3,2,1,0,Urban,12,235390
1078,4,2,3,0,Rural,8,179614
3966,2,1,3,3,Suburban,14,455523
1472,1,1,2,0,Suburban,26,167457
2842,1,1,1,2,Urban,45,295467
1469,2,4,3,2,Suburban,31,210457
1358,5,1,3,0,Rural,49,163691
1860,2,3,2,0,Urban,1,266841
1023,4,1,2,1,Rural,5,160991
1198,2,3,1,1,Urban,17,182681
2252,4,4,3,2,Suburban,45,293252
2280,3,4,3,2,Rural,16,304957
3520,5,2,3,0,Rural,24,411198
771,2,3,1,2,Rural,14,125297
2958,3,4,2,3,Rural,22,362412
1045,3,4,2,0,Rural,13,166066
1452,5,2,3,1,Suburban,34,210250
2055,3,1,1,0,Rural,18,235390
2466,2,2,3,1,Urban,42,290376
2268,1,3,2,0,Rural,5,274069
1993,4,3,3,1,Urban,5,306910
2902,1,2,3,0,Suburban,32,312034
3247,5,4,2,0,Urban,14,429486
3305,5,2,1,0,Suburban,42,370373
1531,1,1,3,3,Rural,25,178435
641,3,1,2,3,Urban,42,108624
3807,2,3,1,1,Suburban,27,420363
683,2,4,2,3,Suburban,1,157649
1194,2,1,2,1,Urban,24,161504
3432,1,2,2,1,Suburban,44,359126
1931,1,3,1,3,Suburban,46,217816
1780,2,1,1,2,Rural,50,171793
2144,2,4,1,3,Suburban,8,294774
2200,1,1,2,3,Urban,30,253109
2990,1,4,1,1,Suburban,44,315676
1732,2,4,2,1,Suburban,7,244823
1814,1,3,2,0,Suburban,45,192435
3543,4,1,1,3,Rural,37,384821
2237,4,2,3,3,Urban,19,315768
1905,5,1,1,1,Suburban,23,247377
2878,4,1,3,3,Urban,34,357178
1060,1,2,2,1,Urban,6,163241
2903,5,1,3,1,Suburban,27,357907
2404,1,4,1,0,Suburban,13,284988
3832,2,4,3,0,Suburban,28,437634
1176,4,3,2,1,Rural,35,170550
3655,3,1,3,3,Suburban,50,394756
851,3,2,3,1,Suburban,30,137630
3213,4,3,3,1,Urban,23,409215
2346,5,4,3,1,Suburban,3,349866
3965,2,2,3,2,Rural,23,440894
1472,3,4,3,1,Urban,20,231985
2445,4,3,1,1,Rural,4,312776
2320,2,2,1,3,Suburban,6,291866
1167,4,4,3,3,Suburban,2,232309
624,5,4,2,1,Rural,12,149193
2716,2,3,2,1,Urban,17,338561
901,1,2,3,1,Rural,39,98177
1647,2,3,3,0,Suburban,39,197312
1095,5,3,1,2,Urban,23,201761
3589,5,3,2,3,Suburban,18,456571
3346,2,4,2,2,Urban,13,417846
3844,5,4,3,3,Urban,18,501661
3616,2,3,3,2,Rural,40,400699
3590,3,3,3,2,Urban,12,449169
735,5,3,2,3,Urban,42,155173
3571,5,2,3,2,Suburban,15,446161
735,5,1,2,1,Rural,50,100369
3225,5,3,1,2,Rural,49,363758
3597,3,3,1,2,Suburban,47,390581
1128,3,4,3,0,Urban,42,175825
1505,3,2,2,3,Urban,37,207229
1504,1,1,2,1,Urban,25,177609
2387,2,4,2,2,Suburban,34,292320
1779,3,4,2,2,Urban,17,264474
3579,4,3,2,1,Suburban,47,404456
3801,4,4,1,2,Suburban,43,434047
2052,4,3,2,1,Rural,27,259121
3508,5,2,3,2,Urban,7,457214
1778,3,3,2,2,Suburban,27,242465
3835,1,2,3,2,Rural,3,437101
1229,3,4,2,2,Suburban,0,215579
1312,5,2,2,0,Urban,33,201009
2859,1,2,3,3,Rural,24,324099
3542,3,4,3,1,Urban,50,410158
818,2,1,3,3,Rural,4,138408
1398,5,2,3,3,Suburban,42,206014
2055,3,1,2,1,Suburban,25,250071
1235,3,1,2,2,Rural,33,147653
3543,5,1,1,3,Suburban,41,406111
2258,5,1,1,3,Rural,48,261742
2632,1,3,3,0,Suburban,33,295379
3375,5,4,1,3,Suburban,17,438934
3139,3,1,2,0,Urban,10,380624
